,Longitude,Latitude,Type_logement,type_propriete,NbChambres,Capacite_accueil,Desc_pre,Titre_pre,Reg_pre
35,-0.5726378272,44.8409040261,2,0,1,4,12634.315929246031,60.124870062229654,462.1871915144339
36,-0.5726112085,44.8303301283,2,0,1,6,7165.4789791053045,18.027756377319946,446.20398922465944
37,-0.5672154773,44.8544334279,2,0,1,4,7403.534561275445,43.439613257946945,52.009614495783374
38,-0.5812665321,44.8440570453,2,0,2,6,7523.849878885144,62.95236294214857,146.00342461736986
39,-0.5703774615,44.838382389399996,2,0,1,4,8778.006721346253,12.767145334803704,163.24521432495348
40,-0.5693415881,44.841173538199996,2,0,2,3,10690.64511617517,65.79513659838392,479.18889803500247
41,-0.5665195811,44.8310342017,2,0,1,4,6697.921468634878,40.049968789001575,437.3019551751398
42,-0.5767993932,44.8403631025,2,0,0,4,14920.292657987644,8.246211251235321,1512.4318166449686
43,-0.5712664812,44.838913468,2,0,1,4,11470.5303277573,50.0199960015992,176.3037152189369
44,-0.560163795,44.8255712771,1,0,1,2,9123.921086901179,25.099800796022265,190.0026315607234
45,-0.5590635954,44.8607971904,2,0,1,3,11115.19118144173,50.11985634456667,420.87884242380255
46,-0.567952031,44.837031537,2,0,1,3,12118.647408023719,63.047601064592456,848.9734978195727
47,-0.5889296611,44.82984169979999,2,0,1,2,5513.1651526142405,66.24198064671678,146.00342461736986
48,-0.5616597889,44.8309832282,2,0,1,4,12164.208441160485,42.24926034855522,470.02340367262565
49,-0.6187396756,44.839484639300004,1,9,1,2,6754.802735831743,36.42801120017397,457.94104424041313
50,-0.5745701843,44.8598565042,2,0,1,2,12588.180011423414,84.60496439334987,364.3720625953642
51,-0.5490061721,44.841725237,2,9,3,6,10339.463235584331,67.48333127521195,516.7542936444747
52,-0.5901546971,44.85126114,2,9,4,8,6564.580260763059,61.335144900782616,52.009614495783374
53,-0.5976227121000001,44.8327651778,1,9,1,2,14653.247762868135,60.909769331364245,756.1269734641133
54,-0.5790404539,44.8543002649,2,0,1,2,12814.595233560833,11.789826122551595,222.5286498408688
55,-0.5804155518,44.846545060299995,2,0,1,3,5093.860225801253,11.090536506409418,298.234806821739
56,-0.577777078,44.842397511899996,2,0,2,4,10050.930703173712,9.1104335791443,553.2910626424396
57,-0.5717471622,44.838930371000004,2,0,1,2,9076.20757805814,1.4142135623730951,435.5846645601748
58,-0.5951603124,44.8384096186,1,9,1,2,11114.76203074092,26.870057685088806,582.8661939073153
59,-0.5649694331,44.8315192803,2,0,2,5,11488.556262646756,58.872744118140105,453.32990194779785
60,-0.5838820725,44.825596702,1,9,1,2,13687.992767385582,29.017236257093817,748.3508535439777
61,-0.5835220732999999,44.825792005100006,1,3,1,2,11979.659594495997,20.074859899884732,362.0580064022891
62,-0.5894069408,44.8471690609,2,0,3,6,12941.06208933409,64.48255578061404,734.2540432302706
63,-0.5993032544,44.8296044868,1,3,1,4,14664.627202898817,37.22902093797257,644.8154774817366
64,-0.5702814887,44.848338631000004,2,0,1,2,7378.289706971393,6.324555320336759,398.1042577014217
65,-0.5734297214,44.8344396928,2,0,1,2,9539.943186413639,7.0710678118654755,52.009614495783374
66,-0.5775474382,44.854348351700004,2,0,3,4,6090.829582249039,6.164414002968976,371.92606792210734
67,-0.5711742228,44.827623216899994,2,3,1,2,6255.01734609905,8.246211251235321,294.4027853129111
68,-0.5725147903,44.829462569099995,2,3,1,2,6250.699080902871,41.83300132670378,293.1603656703955
69,-0.5820689209000001,44.8329854217,2,0,1,4,8896.12769692522,6.324555320336759,1071.9281692352338
70,-0.5821919963000001,44.832124509799996,2,0,1,4,6851.29498708091,6.164414002968976,1071.9281692352338
71,-0.5833172689,44.8312301567,2,0,1,4,7021.684911757291,58.33523806414096,1071.929568581817
72,-0.58053857,44.84614117979999,1,9,1,2,11421.935694093187,22.090722034374522,78.40918313565064
73,-0.5755048996000001,44.835864696499996,2,0,1,2,11514.505547352,41.83300132670378,52.009614495783374
74,-0.6076425840999999,44.8382859328,1,0,1,1,10465.36186665325,22.02271554554524,52.009614495783374
75,-0.5656148681000001,44.8610252911,2,9,2,7,10183.166157929469,29.017236257093817,636.6537520505161
76,-0.5773560524,44.8321081181,2,0,2,6,6267.284100788794,6.324555320336759,363.2437198355947
77,-0.6028794878,44.833437879399995,2,9,2,8,7914.043467153816,29.03446228191595,1111.7819030727205
78,-0.5690379191,44.815956503900004,2,9,2,6,7889.930544687957,65.76473218982953,1111.7819030727205
79,-0.5871236283,44.8444011289,2,0,1,4,10524.451909719575,60.00833275470999,1430.4862809548367
80,-0.5683407404999999,44.8541186609,2,0,1,4,7873.09424559366,93.4558719396486,58.60887304837041
81,-0.5683029931,44.851838512200004,2,0,1,4,5951.822073953488,72.98630008433089,65.84831053261732
82,-0.5799437399,44.8424649831,2,0,1,2,16041.448968219798,42.08325082500163,453.89536239093695
83,-0.5763573563000001,44.838028181000006,2,0,1,5,11714.015408902278,103.79306335203717,344.4502866888051
84,-0.5775628263,44.8188913944,2,9,3,6,8841.94673134825,65.20736154760442,559.7999642729535
85,-0.5573175954999999,44.8608410284,1,0,1,2,17666.746955792398,69.58448102845921,52.009614495783374
86,-0.5627046066,44.8567631521,2,10,2,5,4436.065711866766,74.42445834535849,27.018512172212592
87,-0.5744972361,44.836502413599995,2,0,1,2,6626.460895530887,81.29575634681062,2265.3906947809246
88,-0.5772628868999999,44.8525177554,2,0,1,2,8449.49418604451,88.4929375713113,2265.3906947809246
89,-0.5758327557999999,44.850566199700005,2,0,1,2,8262.079943936636,64.45928947793328,27.018512172212592
90,-0.6122617309,44.859522276899995,2,9,5,9,8890.256576724882,102.49390225764652,52.009614495783374
91,-0.5730033685,44.8420386682,2,8,1,4,14474.056273208282,72.64984514780468,300.77067676221367
92,-0.5904042463,44.852290232600005,1,3,1,2,6879.966860385302,88.31760866327846,52.009614495783374
93,-0.5501350557,44.822763027600004,1,3,1,4,12228.639335592492,109.91815136727874,1200.63483207843
94,-0.5670334029999999,44.82804403270001,2,0,1,2,13446.478684027279,90.0,1920.779529253683
95,-0.5743051997999999,44.83239922479999,2,0,3,8,20866.030168673675,74.00675644831355,881.3007432199295
96,-0.5740632827000001,44.8335012614,2,0,4,8,18211.791482443456,0.0,814.5753494919915
97,-0.5755958808,44.831956963900005,2,0,2,4,18133.67017456753,0.0,722.603625786641
98,-0.5753008113,44.8338672075,2,0,1,2,16358.777307610737,0.0,94.09038208021052
99,-0.5641866853,44.8353402769,2,0,2,4,8908.801771282151,100.22474744293447,58.60887304837041
100,-0.6050826376,44.8564337287,2,9,3,10,20276.47770200732,73.92563831310488,1050.650750725473
101,-0.5745358403999999,44.8318564216,2,0,10,16,15810.350565373306,29.017236257093817,806.0334980632008
102,-0.5830547159,44.856574527700005,2,9,5,8,5633.633108394618,79.81854421122951,465.46858110940207
103,-0.5840497476,44.84010747439999,2,0,1,2,3658.0150355076453,20.97617696340303,52.009614495783374
104,-0.5749759246,44.8212974757,2,9,1,4,17684.75676960246,122.69881825021788,1384.8035961825055
105,-0.6044624229,44.8473807804,1,9,1,2,6562.486419033567,28.75760768909681,146.00342461736986
106,-0.5770322971,44.8546809491,2,0,1,2,8633.341415697632,60.54750201288241,480.24577041344156
107,-0.5804994923,44.8389042587,1,3,1,2,8727.559509966117,80.4114419718985,52.009614495783374
108,-0.5740133033,44.839440054499995,2,0,1,4,13553.068139723935,0.0,58.63446085707619
109,-0.5807255269,44.838877234499996,1,3,1,2,9303.008491880462,8.12403840463596,52.009614495783374
110,-0.5675682727,44.8362508939,2,0,1,3,17384.141825238312,85.31705573916625,1132.9483659902598
111,-0.5710867137,44.8389362846,2,0,3,10,17754.751476717436,69.57729514719583,1376.1417078193656
112,-0.5913991715,44.827292091000004,1,3,1,2,7038.584303679257,1.0,300.5128948980393
113,-0.5698381118,44.837038473199996,2,0,1,2,10835.752258149869,14.491376746189438,740.6335126093066
114,-0.5661712023,44.817287488000005,2,0,0,2,14240.355227310869,79.24014134263012,52.009614495783374
115,-0.5713072028,44.8380920577,2,0,1,4,12097.861794548655,90.37145567047152,611.1366459311698
116,-0.5791474615,44.8432914625,2,0,1,4,9151.914389896794,18.439088914585774,71.43528539874394
117,-0.5684760309,44.8385373809,2,0,0,2,13145.763347938377,40.84115571332428,76.50490180374065
118,-0.5784650768999999,44.843457215,2,0,1,4,8888.954662951093,18.439088914585774,146.00342461736986
119,-0.5908482212,44.8500072345,1,10,1,2,8713.43434014396,86.04649905719582,80.25584090893322
120,-0.5634338095,44.832474516000005,1,3,1,2,10885.52979877415,90.06109037758759,182.37050200073475
121,-0.5928213198,44.8398393859,2,0,2,5,18580.719711571994,124.89595669996687,1808.5828706476238
122,-0.5811121917000001,44.853972734799996,2,9,1,2,5548.870335482709,10.04987562112089,52.009614495783374
123,-0.6185039814,44.8633345425,2,9,3,7,15547.873005655789,41.78516483155236,1266.4347594724334
124,-0.5682608611,44.8371690204,2,0,0,2,13140.11674225157,119.78313737751236,1535.843416497919
125,-0.573475105,44.838911368599994,1,3,1,5,10597.569674222483,22.090722034374522,1153.7274374825276
126,-0.5714733736,44.840180632,1,3,1,2,9406.545859134478,22.090722034374522,545.1596096557411
127,-0.605242016,44.848524421499995,1,9,1,2,6499.3663537301845,89.88325761786786,146.00342461736986
128,-0.5516706089,44.825215828800005,2,0,1,4,7519.29591118743,6.164414002968976,78.40918313565064
129,-0.5703228548,44.8361854641,2,0,1,4,12836.526009789408,121.61414391426682,290.54431675735805
130,-0.5879502407,44.8252273871,2,0,1,3,15995.162081079392,1.0,146.00342461736986
131,-0.5465142872,44.844385961499995,2,0,2,3,13115.410706493334,0.0,816.6859861660416
132,-0.5799144386,44.8388536909,2,0,1,4,12709.968253304176,6.164414002968976,58.60887304837041
133,-0.5733044284000001,44.8358057605,2,0,2,4,5266.293953056552,103.59536669175895,58.60887304837041
134,-0.5836275353,44.85504134,2,0,1,3,14554.424619338271,113.22543883774529,1525.9439701378292
135,-0.5662099228,44.8583758041,2,0,2,4,11198.132478230465,87.06893820416096,146.00342461736986
136,-0.5942541577,44.8270452404,1,3,1,2,9234.633831397972,88.0056816347672,52.009614495783374
137,-0.5716099441,44.8406711972,2,0,3,6,14385.507116539202,89.00561780022652,906.1401657580354
138,-0.5733170285,44.8587239427,1,0,1,3,7151.710704439883,90.00555538409837,55.42562584220407
139,-0.5702293245000001,44.8639933315,2,0,1,4,5727.925016967313,6.164414002968976,65.09224224129939
140,-0.5773898556,44.862857848400004,1,0,1,2,14683.94446325646,0.0,1035.4810476295547
141,-0.5714486527,44.85119097,2,0,2,4,13377.66235184608,70.34912934784623,538.484911580631
142,-0.5737750594,44.8427072532,2,0,2,4,12600.300432926193,1.0,363.84062444977195
143,-0.5822303399000001,44.830431566899996,2,9,6,10,8362.910737297152,95.78100020358944,983.9878048024782
144,-0.5658696739,44.8313413304,1,0,1,2,12675.766604036224,56.18718715152058,712.6457745612472
145,-0.5649596154,44.813853688100004,2,9,3,6,10058.974301587612,50.23942674832188,1126.6454633113294
146,-0.5689223672,44.836990999099996,2,0,2,4,9984.260313112834,42.41462012089699,777.3274728195319
147,-0.5688584277000001,44.8388302918,2,0,2,4,11343.168208221194,42.01190307520001,1403.0327865021545
148,-0.5799989662,44.8434143513,2,0,2,4,9976.079991660052,35.014282800023196,937.394260703574
149,-0.5734365428,44.832484620200006,2,0,1,4,14119.854708884224,101.14346246792226,1179.762264187154
150,-0.6200066667,44.85656720229999,1,9,1,2,9847.216662590501,22.045407685048602,52.009614495783374
151,-0.5805648229,44.8542270222,2,0,2,5,9839.723573353065,128.37834708392222,644.2833227703477
152,-0.5870832607,44.8300413412,2,9,2,6,11983.646815556607,102.85912696499032,1389.1130263589064
153,-0.5863947165,44.830133931599995,2,0,1,2,5470.8504823290505,45.21061822182926,462.00108224981466
154,-0.6103448018,44.830149284899996,2,9,3,6,9673.51559672077,145.46820958546235,684.4705983459041
155,-0.5559416358,44.859987485699996,1,3,1,2,7089.932439734528,0.0,146.00342461736986
156,-0.5835605482,44.8469480009,2,0,1,2,11545.223297970464,21.02379604162864,1508.7186616463655
157,-0.5818640314,44.8550741604,2,9,5,10,6161.950502884618,95.51963149007642,27.018512172212592
158,-0.5739602907,44.8595352287,2,0,1,6,9634.52967196635,97.24710792614863,235.41665191740367
159,-0.5617039692,44.8308452018,2,0,1,2,14617.919824653574,114.6821694946516,1168.6962821879772
160,-0.5744961224,44.834024738500005,2,0,0,4,10097.281317265553,74.45804187594514,560.3275827585146
161,-0.5753780645000001,44.8438374389,2,0,3,8,10015.076584829494,46.968074263269514,1252.3609703276447
162,-0.5435981665999999,44.832864577200006,1,9,1,2,7720.538906060898,41.376321731154405,54.323107422164284
163,-0.5859629406,44.855160320299994,2,5,1,4,9754.774215736621,7.280109889280518,500.3968425160175
164,-0.5738488534,44.8331234631,2,0,2,6,10214.129918891771,99.0151503558925,676.9025040580069
165,-0.568151571,44.8322354992,2,0,1,4,9921.819792759794,69.3325320466518,52.009614495783374
166,-0.6367794742,44.857304293599995,2,9,3,5,10584.502633567625,29.03446228191595,0.0
167,-0.5944727233,44.82833812649999,1,3,1,2,6916.571910997528,89.61584681293817,52.009614495783374
168,-0.5673023979,44.83122999850001,2,0,4,8,16154.11436755355,63.0,508.77499938577955
169,-0.5806114859,44.840532348500005,2,0,3,6,11836.608213504407,93.68564457802486,1033.1389064399812
170,-0.5726450261,44.851845786800006,2,0,1,4,10776.44394037291,16.0312195418814,157.34039532173549
171,-0.575546123,44.8383055833,2,0,2,4,13314.702174663915,56.1159513863928,924.883776482213
172,-0.5667028427,44.8285228603,2,0,3,5,9486.249047964111,6.324555320336759,1538.888235058024
173,-0.5743936231,44.8359794984,2,0,1,4,19471.467150679735,56.938563381947034,1809.517891594333
174,-0.5621057102,44.8246512649,2,9,1,2,9307.809677899522,48.620983124572874,1043.9693482090363
175,-0.5699221300999999,44.83348382810001,2,0,2,6,12773.51827023393,13.601470508735444,961.0483858786715
176,-0.5901148817,44.844279245900005,2,9,5,8,9651.878625428317,142.1407752898513,146.00342461736986
177,-0.5722761385,44.8528492322,2,0,1,4,21250.732552079233,130.06536818077285,2028.6894784564738
178,-0.5936747013,44.847859586300004,2,9,3,6,13736.128166262864,29.0516780926679,1064.6309219630998
179,-0.5951328225,44.827378920200005,1,9,1,6,14174.240967332255,115.7410903698423,571.7324549122606
180,-0.5684998579,44.8382180307,2,0,3,6,14937.321680944011,48.010415536631214,1109.9549540409287
181,-0.5790953648,44.8415319548,2,0,1,4,7738.045618888532,111.91067866830225,81.7618492941543
182,-0.5792166297,44.8372157164,2,0,1,2,11885.17320025249,63.00793600809346,1483.812319668495
183,-0.5746845673,44.8337710912,2,0,1,4,9875.165213807817,103.19399207318224,499.7219226730002
184,-0.5764513132,44.8406426926,2,0,1,3,16200.810226652246,112.31651704001509,1200.4482496134517
185,-0.5833700922,44.846986960699994,2,0,1,2,8435.014048595296,1.0,890.1971691709651
186,-0.5886813387,44.8427237776,1,9,1,2,10747.278306622566,46.119410230400824,1290.9329959374345
187,-0.563084228,44.860271679700006,2,0,1,4,5879.088024515367,30.62678566222711,146.00342461736986
188,-0.5986093034000001,44.8280155775,1,0,1,4,5081.29638970214,104.18733128360664,71.43528539874394
189,-0.5703947312,44.8293855346,1,0,1,2,7756.476068421794,6.324555320336759,82.47423840206105
190,-0.6035871119,44.8349143266,2,9,3,7,18292.100945490107,32.2335229225724,632.0118669771953
191,-0.5701439684,44.8374716909,2,0,1,4,13215.93190055094,79.37883848986453,3139.6713203773415
192,-0.5871738955,44.8432378474,1,9,1,2,13122.622222711434,35.014282800023196,1307.4360405006435
193,-0.5846804474,44.8406683783,2,0,2,4,11141.683939153902,117.81341180018512,726.0096418092531
194,-0.5793788097,44.8386444467,2,0,3,6,13673.724657166385,1.0,607.1136631636616
195,-0.5751591111,44.854181330299994,2,0,2,6,11154.439833537137,39.153543900903784,52.009614495783374
196,-0.5966527273,44.8326961182,2,9,1,4,15014.871194918724,45.47526800360829,1134.788967165261
197,-0.5717599148,44.842324437200006,2,0,1,2,13275.712297274298,17.204650534085253,2917.0303392320075
198,-0.5771858424,44.8548728658,2,0,1,2,5774.557039288815,20.322401432901575,146.00342461736986
199,-0.6015344954999999,44.839235962299995,2,9,4,9,7555.527579196571,121.15692303785202,379.24794000758925
200,-0.5633667309,44.856733955299994,2,0,1,4,10234.195278574667,101.01485039339512,173.59147444503142
201,-0.5712821621999999,44.8652369495,2,0,1,4,7587.874471813566,45.65084884205331,146.00342461736986
202,-0.5690137567,44.8525728468,2,0,1,3,3756.8216619903587,52.392747589718944,52.009614495783374
203,-0.5800720193,44.84498598689999,1,0,1,4,4388.228116221854,84.4393273303382,52.009614495783374
204,-0.5765096348,44.837547936899995,2,0,3,7,15057.665290475812,48.47679857416329,760.0302625553801
205,-0.5730251073,44.817710410699995,1,9,1,2,12228.452395949374,43.069710934716056,952.9779640684249
206,-0.5929926405,44.846893483900004,1,9,1,2,9793.745657305994,31.906112267087632,146.00342461736986
207,-0.5672160157,44.8643884489,1,0,1,2,8831.15751190069,22.847319317591726,27.892651361962706
208,-0.5688597232,44.834653690699994,2,0,1,4,10073.872145307385,127.18097341976905,1313.9082920813005
209,-0.5586310457,44.8285441099,2,0,2,4,10620.868796854615,153.24490203592418,1335.8293304161277
210,-0.5658994575,44.8358863113,2,0,2,7,15176.362574741024,118.69709347747316,649.0423714981943
211,-0.5760194917,44.8446771034,2,0,2,4,8911.098809911155,108.00462953040486,192.6369642617948
212,-0.5768737182,44.8464192458,2,0,1,2,9049.872374790708,108.30512453249847,52.009614495783374
213,-0.5743148071,44.850498755299995,2,0,1,3,10839.107712353449,74.3370701601832,1300.1538370516007
214,-0.5778450405,44.8436260699,1,0,1,2,12090.65101638452,9.055385138137417,146.00342461736986
215,-0.5576245236999999,44.842603644499995,2,0,1,4,9264.652718801715,109.17875251164945,52.009614495783374
216,-0.5703139552000001,44.831339639700005,2,0,1,2,12358.911602564362,121.11151885762146,164.0060974476254
217,-0.5739156670000001,44.8306023155,2,0,1,2,7749.724124122096,129.406336784564,507.7075930099923
218,-0.6140330993,44.857865762399996,2,9,3,6,4727.568402466536,29.068883707497267,146.00342461736986
219,-0.5752478337,44.8419173725,2,0,0,2,16830.212565502552,40.85339643163099,1501.5705111648936
220,-0.5913415599,44.8403772293,2,9,4,7,3995.092114081977,29.068883707497267,52.009614495783374
221,-0.5679746929999999,44.837153344799994,2,0,1,2,9532.549501576166,126.53853168106544,1021.1351526609982
222,-0.5706482764999999,44.8389274332,2,0,1,6,8285.65585816838,46.97871858618538,52.009614495783374
223,-0.5712742365,44.864482862299994,2,0,1,4,9996.659241966789,6.855654600401044,146.00342461736986
224,-0.5730160177,44.8348095412,2,0,2,6,15693.123940121037,54.055527006958314,27.018512172212592
225,-0.5738612164,44.8332863825,2,0,1,4,14119.854708884224,101.14346246792226,1051.4375873060656
226,-0.5714309942,44.8389957993,2,0,1,4,17162.962448248847,45.221676218380054,720.5032963144582
227,-0.5805296583,44.840824386,2,0,2,5,12430.4781887102,121.09500402576482,527.045538829426
228,-0.5694232935,44.838813681000005,2,0,0,3,14669.450637293818,106.72394295564608,1405.41879879273
229,-0.5746126476,44.834291994,2,0,1,4,13988.476507468567,32.0624390837628,383.2192583887193
230,-0.5760747815,44.844394623199996,2,0,2,4,8950.666679080392,108.00462953040486,52.009614495783374
231,-0.5770662546,44.8458133712,2,0,1,2,9049.872374790708,108.30512453249847,52.009614495783374
232,-0.5846639765999999,44.831586286000004,2,9,3,6,15056.171359279888,0.0,1314.5219663436592
233,-0.5707094493,44.843194760500005,2,0,0,2,6768.849902309845,106.76141625137801,109.08712114635715
234,-0.5961763399000001,44.8530251219,1,0,1,2,12267.121830323526,115.13470371699404,1840.130158439886
235,-0.5610856788,44.8336932017,2,0,2,5,13204.402864196472,138.1231334715514,146.00342461736986
236,-0.5841869062,44.8386785741,2,0,1,2,6015.548520293058,46.06517122512408,313.557012359794
237,-0.5698780245,44.832584009399994,2,0,1,4,17994.5073286267,56.124860801609124,1593.4101794578821
238,-0.5852763320000001,44.8326574243,1,0,1,2,5187.23587279391,163.425824152733,52.009614495783374
239,-0.5614696365999999,44.8586217258,1,0,1,1,7967.741210656883,13.856406460551018,52.009614495783374
240,-0.6004196211,44.821996069799994,2,0,1,3,8791.432761501392,116.16367762773353,882.0855967535124
241,-0.5684815035,44.83660007020001,2,0,1,2,5537.344489915721,40.84115571332428,1037.768278567041
242,-0.6117684297,44.8495388751,2,0,0,2,6434.385829276948,105.31856436545269,52.009614495783374
243,-0.5721085332,44.8290190677,2,3,5,14,12099.829089702052,2.449489742783178,536.4550307341707
244,-0.5887667459,44.8470677254,1,9,1,3,9733.553153910447,62.601916903558156,314.16556144810016
245,-0.5851080633,44.832883506,1,3,1,2,13833.41132909739,60.199667773169644,1330.3292825462424
246,-0.5737258825,44.8348146444,1,0,1,2,5034.926215943983,25.13961017995307,146.00342461736986
247,-0.5830950861,44.8544430233,1,3,1,2,7371.66365212087,77.5306391048081,592.967115445705
248,-0.5749272322,44.853767454700005,2,0,1,4,7169.970641501958,79.07591289387686,443.40951726366904
249,-0.5672441473,44.8163152013,2,9,5,8,11764.925031635348,89.49301648732151,490.60880546520974
250,-0.5918335317,44.8526567733,1,0,1,1,1527.5159573634576,119.05880899790658,146.00342461736986
251,-0.561417704,44.824231079300006,1,9,1,2,13602.941520127182,177.75826281779422,834.826329244592
252,-0.5765542448,44.840503505600005,1,0,1,2,4153.941020284231,43.104524124504614,146.00342461736986
253,-0.5799673593,44.8313507304,2,0,1,2,9361.18096182314,67.35725647619564,1220.9062208048576
254,-0.5798544363,44.829120222200004,2,9,7,14,7635.4652117601845,120.00833304400157,146.00342461736986
255,-0.5806364337,44.8438370341,2,0,1,4,10153.08815090266,10.954451150103322,362.2098839071071
256,-0.605176601,44.8346394089,1,9,1,2,10778.062581002208,36.42801120017397,897.3672603789377
257,-0.5683492449,44.8345776658,2,0,2,4,23282.35056861742,39.496835316262995,1613.9646836284862
258,-0.5583505632,44.8604666882,2,0,2,2,9529.981479520304,173.60299536586342,974.0492800674923
259,-0.5879015718,44.8469387213,1,9,1,2,7011.896391134142,97.37042672187485,313.0015974400131
260,-0.5717576653,44.8400837229,2,0,0,2,3618.3425763738846,42.44997055358225,146.00342461736986
261,-0.6304282624,44.8472548262,1,9,1,2,5921.975092821651,130.73637596323374,522.3016369876702
262,-0.5836829049,44.8503862253,2,9,3,5,14489.994996548481,29.017236257093817,1806.2962104815479
263,-0.573399209,44.841500416,2,0,2,4,12248.873213483761,7.211102550927978,10239.184830834924
264,-0.5979845996,44.839008468500005,2,0,2,4,6801.0429347269965,65.30696746902278,146.00342461736986
265,-0.5725542851,44.8405609208,2,0,1,4,10702.001401607084,51.37119815616529,10239.184830834924
266,-0.5775517186,44.8408103461,2,0,2,4,14217.434121528398,34.741905532080416,10161.089951378248
267,-0.5696870856,44.8341156769,2,9,2,5,10204.083251326403,72.10409142344143,290.1378982484019
268,-0.6055650335,44.855617979799995,2,9,5,12,17986.04436778693,90.29396436085858,729.3812446176554
269,-0.5672512064,44.8553758101,2,0,1,4,12186.102699386707,128.1288414058287,1485.5571345458243
270,-0.5766219463000001,44.8411882754,2,0,0,4,10250.524815832601,42.77849927241488,4005.5161964470944
271,-0.5729905907,44.879701086000004,2,0,2,4,10071.626432706884,81.42481194328913,1982.3223753970997
272,-0.5610976557999999,44.833811594,2,0,1,3,11690.502384414453,142.88106942488918,727.5073882786346
273,-0.5752292811999999,44.8392972142,2,0,1,2,7994.341623923761,101.33114032714721,146.00342461736986
274,-0.5727190833,44.844180734700004,2,0,1,4,8335.020215932293,128.895306353645,1238.9394658335814
275,-0.5769805481,44.8308688663,1,0,1,2,10494.748591557589,29.79932885150268,120.31209415515964
276,-0.5994748024000001,44.834710585399996,2,9,1,4,11214.235952573854,39.02563260217571,310.03225638633154
277,-0.5617281621,44.832829871,2,0,2,4,12032.165515816345,89.6493167849036,727.5073882786346
278,-0.561273814,44.833524939300005,2,0,1,3,11817.64375838094,121.39604606411199,727.5073882786346
279,-0.5616684572999999,44.8340948683,2,0,1,3,11503.405365368988,54.607691765904185,727.5073882786346
